name,country,room_type,nr_nights,date,traveler_type,title_review,pos_review,neg_review,score,date_parsed,year,month,full_review_text,review_language,sentiment
Francis,Malta,Single Room,3,October 2024,Couple,Exceptional,"Comfortable, clean with very accommodating staff...very good breakfast.. ery good value for money.",Nothing to moan about...,10.0,2024-10,2024,10,"Comfortable, clean with very accommodating staff...very good breakfast.. ery good value for money. Nothing to moan about...",en,positive
Bjoern,Norway,Twin Room,5,October 2024,Couple,"Location, friendly","Staff, helpful and smiling. Location. Quiet. Funny ""museum"" in each floor","Not supercomfortable bed. The breakfast ok, but hard to find a seat. The housekeeping could be better to check toalettpapir, soap etc",6.0,2024-10,2024,10,"Staff, helpful and smiling. Location. Quiet. Funny ""museum"" in each floor Not supercomfortable bed. The breakfast ok, but hard to find a seat. The housekeeping could be better to check toalettpapir, soap etc",en,neutral
Martin,United Kingdom,Budget Double Room,9,October 2024,Couple,Exceptional,"Great location, plenty of restaurants close by and brilliant staff. Room was very good, super king double bed and spotless. Brilliant quirky.decore throughout and good value for the price.","Bar on roof terrace was supposed to be open 9pm to midnight - but was actually only open 2 of the days during our stay. In fairness though the weather was bad, with torrential rain !",10.0,2024-10,2024,10,"Great location, plenty of restaurants close by and brilliant staff. Room was very good, super king double bed and spotless. Brilliant quirky.decore throughout and good value for the price. Bar on roof terrace was supposed to be open 9pm to midnight - but was actually only open 2 of the days during our stay. In fairness though the weather was bad, with torrential rain !",en,positive
William,Canada,Budget Double Room,3,October 2024,Couple,Exceptional,It had a great retro vibe.,Air conditioning was super loud.,10.0,2024-10,2024,10,It had a great retro vibe. Air conditioning was super loud.,en,positive
Susan,United States,Single Room,1,September 2024,Solo traveller,Pleasant,I stayed at this hotel prior to starting the Camino walk from Porto to Santiago. I was looking for a location close to the cathedral & this was perfect. Also close to restaurants. I would stay here again.,,6.0,2024-09,2024,9,I stayed at this hotel prior to starting the Camino walk from Porto to Santiago. I was looking for a location close to the cathedral & this was perfect. Also close to restaurants. I would stay here again.,en,neutral
Philip,United Kingdom,Two-Bedroom Suite,3,August 2024,Group,Disappointed,It was very tired and shabby,The entrance is out dated and the breakfast area had an old rope to let you in and it was always busy and hard to find a seat,3.0,2024-08,2024,8,It was very tired and shabby The entrance is out dated and the breakfast area had an old rope to let you in and it was always busy and hard to find a seat,en,negative
Raymond,United Kingdom,Basic Double Room,4,September 2024,Couple,Great hotel with character in the heart of Porto,"Great central location in the heart of Porto - the staff were super friendly, everything was within walking distance and the 1950s boutique fee was quirky but certainly fun bringing back great childhood memories!",Not applicable,10.0,2024-09,2024,9,"Great central location in the heart of Porto - the staff were super friendly, everything was within walking distance and the 1950s boutique fee was quirky but certainly fun bringing back great childhood memories! Not applicable",en,positive
Clive,United Kingdom,Budget Double Room,4,September 2024,Couple,Fantastic hotel will return,Great location to get to see what we wanted,Nothing,10.0,2024-09,2024,9,Great location to get to see what we wanted Nothing,en,positive
Mary,Ireland,Budget Double Room,3,September 2024,Couple,Very enjoyable,Staff excellent.,,10.0,2024-09,2024,9,Excellent staff.,fr,positive
Helen,Canada,Budget Double Room,1,September 2024,Couple,Loved it 😊,Loved the room and the location. Didn’t eat breakfast.,,10.0,2024-09,2024,9,Loved the room and the location. Didn’t eat breakfast.,en,positive
Patricia,Canada,Basic Double Room,1,September 2024,Group,Exceptional,Great location!! Staff were super friendly!,,10.0,2024-09,2024,9,Great location!! Staff were super friendly!,en,positive
Gable,United States,Budget Double Room,2,September 2024,Group,Beware Tourist Trap! Horrible Staff.,"The hotel was in a good location, the room was clean and the water was hot.","Very rude staff, not helpful, dishonest, disrespectful and no hospitality. Common areas of the hotel are old, smell bad and poorly maintained. I am not sure how this hotel has so many good reviews on booking sights, they must pay to have the bad ones removed. The only three things that are acceptable about this hotel is that it is clean, has hot water, and a good location. Again, the staff is downright inhospitable and rude from arrival and checkout, we live in Portugal part time and have never encountered such bad service. The beds are hard, additional blankets besides sheets are used, old, itchy wool blankets. Only two towels given and not replenished, just let the dirty towels. The main issue is that we had an upgraded room with a balcony and the metal window shades did not work. It was like we were locked in a prison with no light or air. When I asked the front desk if they could fix, the night clerk told me they knew it was broken when we checked in and it couldn’t be fixed because it was the weekend. I asked to move but no rooms available, the next day they begrudgingly said I could move but to a downgraded room, on a floor that the rooms are old and not remodeled. With no apologies or even acknowledging that they lied and gave us a room that they knew was broken. No compensation was offered for the downgrade. We stayed in the room just to keep the nicer shower. I have traveled extensively throughout Europe and this is a tourist trap. There are so many excellent choices. This business should lose its rating to protect other travelers.",4.0,2024-09,2024,9,"The hotel was in a good location, the room was clean and the water was hot. Very rude staff, not helpful, dishonest, disrespectful and no hospitality. Common areas of the hotel are old, smell bad and poorly maintained. I am not sure how this hotel has so many good reviews on booking sights, they must pay to have the bad ones removed. The only three things that are acceptable about this hotel is that it is clean, has hot water, and a good location. Again, the staff is downright inhospitable and rude from arrival and checkout, we live in Portugal part time and have never encountered such bad service. The beds are hard, additional blankets besides sheets are used, old, itchy wool blankets. Only two towels given and not replenished, just let the dirty towels. The main issue is that we had an upgraded room with a balcony and the metal window shades did not work. It was like we were locked in a prison with no light or air. When I asked the front desk if they could fix, the night clerk told me they knew it was broken when we checked in and it couldn’t be fixed because it was the weekend. I asked to move but no rooms available, the next day they begrudgingly said I could move but to a downgraded room, on a floor that the rooms are old and not remodeled. With no apologies or even acknowledging that they lied and gave us a room that they knew was broken. No compensation was offered for the downgrade. We stayed in the room just to keep the nicer shower. I have traveled extensively throughout Europe and this is a tourist trap. There are so many excellent choices. This business should lose its rating to protect other travelers.",en,negative
Antonio,Italy,Budget Double Room,2,August 2024,Couple,Disappointing,,The room has not been restored between day 1 and 2 of our stay The door of the bathroom was blocked and didn't close The fridge lost water,4.0,2024-08,2024,8,The room has not been restored between day 1 and 2 of our stay The door of the bathroom was blocked and didn't close The fridge lost water,en,negative
Svetla,Cyprus,Family Suite,3,August 2024,Family,Exceptional,Very nice hotel with vintage decorations!!!in the heart of Porto !!!we love it,,10.0,2024-08,2024,8,Very nice hotel with vintage decorations!!!in the heart of Porto !!!we love it,en,positive
Marit,Norway,Budget Double Room,5,August 2024,Couple,Exceptional,"Amazing!! We stayed for 5 nights, perfect location! Very funny decorations in the stairways ☺️ we had a suite on top, fantastic! The room(s) was big, clean and had everything we needed (and a bit more). ✨️🤩",,10.0,2024-08,2024,8,"Amazing!! We stayed for 5 nights, perfect location! Very funny decorations in the stairways ☺️ we had a suite on top, fantastic! The room(s) was big, clean and had everything we needed (and a bit more). ✨️🤩",en,positive
Jean,Canada,King Room,3,July 2024,Couple,Had a great time,Very much,Perfect location,10.0,2024-07,2024,7,Very much Perfect location,en,positive
Angela,United Kingdom,Budget Double Room,1,July 2024,Group,"Really enjoyable, hope to visit again",Great location and really interesting hotel. The room was really luxurious and well equipped,Nothing,10.0,2024-07,2024,7,Great location and really interesting hotel. The room was really luxurious and well equipped Nothing,en,positive
Kerry,United Kingdom,Budget Single Room,1,June 2024,Solo traveller,A fantastic stay in the centre of Porto!,Absolutely loved this hotel. So many quirky design elements. My room was also huge with an incredibly comfortable bed. I arrived after 1am thanks to a delayed flight and slept exceptionally well. The staff were all so welcoming and friendly and the breakfast was also amazing. I would love to stay again!,,10.0,2024-06,2024,6,Absolutely loved this hotel. So many quirky design elements. My room was also huge with an incredibly comfortable bed. I arrived after 1am thanks to a delayed flight and slept exceptionally well. The staff were all so welcoming and friendly and the breakfast was also amazing. I would love to stay again!,en,positive
Jorulf,Norway,Superior Double Room,1,July 2024,Couple,Svært godt valg i Porto!,"Wonderful and playful hotel. We had the top floor with big terrasse, useful for fun and relaxation.",,10.0,2024-07,2024,7,"Wonderful and playful hotel. We had the top floor with big terrasse, useful for fun and relaxation.",en,positive
Cohen,Israel,Single Room,2,July 2024,Solo traveller,I will not recommend my friends to come to this hotel.,Courtesy of the receptionist (woman),"1. The male receptionists, both the young and the elderly were unpleasant especially the elderly, unreliable. 2. The room was dirty. Full of hairs on the floor. 3. The bidet in the room was clogged, the day I entered the room I reported it, they promised to fix it and it didn't happen until the last day, the response of the receptionists was casual and insulting. 4. Entry to the dining room was limited to very specific hours. 5. There was an ""anti-thieves"" barrier at the entrance to the dining room 6. On the day of departure, it was not possible to get a cup of coffee in the morning (before the opening time of the dining room) and I was sent to the machine to buy coffee. 7. I paid extra money for the breakfast and in practice it could not be realized.",4.0,2024-07,2024,7,"Courtesy of the receptionist (woman) 1. The male receptionists, both the young and the elderly were unpleasant especially the elderly, unreliable. 2. The room was dirty. Full of hairs on the floor. 3. The bidet in the room was clogged, the day I entered the room I reported it, they promised to fix it and it didn't happen until the last day, the response of the receptionists was casual and insulting. 4. Entry to the dining room was limited to very specific hours. 5. There was an ""anti-thieves"" barrier at the entrance to the dining room 6. On the day of departure, it was not possible to get a cup of coffee in the morning (before the opening time of the dining room) and I was sent to the machine to buy coffee. 7. I paid extra money for the breakfast and in practice it could not be realized.",en,negative
Beata,Poland,Superior Double Room,4,June 2024,Family,Exceptional,I really have rested there.,,10.0,2024-06,2024,6,I really have rested there.,en,positive
Ana,Spain,Budget Double Room,2,July 2024,Family,Loved it!,"It was clean, smelled good, and the rooms were comfortable. Very central location!",,10.0,2024-07,2024,7,"It was clean, smelled good, and the rooms were comfortable. Very central location!",en,positive
Isabel,Canada,Budget Double Room,2,July 2024,Couple,Mediocre,- Great location (due to its close proximity to important landmarks and to restaurants) - Interesting quirky collectibles were scattered amongst the various floors and in the back room on the ground floor. - The breakfast offered a notable variety of options including hot and cold selections. We were pleasantly surprised at the quantity and quality of the breakfast.,"- We found a giant cockroach on the central spiralling stairway. (We subsequently informed the front desk about it and they came with a pesticide spray to kill it) - The front entrance of the building is ambiguous and uninviting. The reception desk should be at the entrance of any hotel to welcome and orient guests (instead of at the back of the hotel). What’s more , The current creepy collection of old Disney characters in the front foyer (located behind the front entrance glass display cabinets) makes the hotel look dated and unprofessional. In fact, when we first arrived, we were not even sure we were in a hotel because there was NIO reception area anywhere in the front half of the building. We were so uncertain that we had to walk back outside onto the street just to be sure we were at the right address! It was a bit disconcerting.",5.0,2024-07,2024,7,"- Great location (due to its close proximity to important landmarks and to restaurants) - Interesting quirky collectibles were scattered amongst the various floors and in the back room on the ground floor. - The breakfast offered a notable variety of options including hot and cold selections. We were pleasantly surprised at the quantity and quality of the breakfast. - We found a giant cockroach on the central spiralling stairway. (We subsequently informed the front desk about it and they came with a pesticide spray to kill it) - The front entrance of the building is ambiguous and uninviting. The reception desk should be at the entrance of any hotel to welcome and orient guests (instead of at the back of the hotel). What’s more , The current creepy collection of old Disney characters in the front foyer (located behind the front entrance glass display cabinets) makes the hotel look dated and unprofessional. In fact, when we first arrived, we were not even sure we were in a hotel because there was NIO reception area anywhere in the front half of the building. We were so uncertain that we had to walk back outside onto the street just to be sure we were at the right address! It was a bit disconcerting.",en,negative
Federico,Italy,Budget Double Room,2,June 2024,Couple,Very pleasant,Location and breakfast outstanding,nothing to complain,10.0,2024-06,2024,6,Location and breakfast outstanding nothing to complain,en,positive
Jason_r_lee,United States,Budget Double Room,2,July 2024,Couple,Fantastic 'Reto' / Kitchy hotel in the middle of Porto .. LOVED IT!,The location was FANTASTIC. We could look out our window and see the town square and HUGE castle. The rooftop bar in the evening was lovely and we really enjoyed the 'reto' feel to the place. It was really well done. I would would highly recommend staying here if you can.,Nothing. Loved everything.,10.0,2024-07,2024,7,The location was FANTASTIC. We could look out our window and see the town square and HUGE castle. The rooftop bar in the evening was lovely and we really enjoyed the 'reto' feel to the place. It was really well done. I would would highly recommend staying here if you can. Nothing. Loved everything.,en,positive
Teresa,New Zealand,Basic Double Room,6,July 2024,Solo traveller,"Good location, useless wifi.",Good location.,"My biggest complaint is the wifi. It was practically non existent. The room was advertised as having wifi, and that is what I paid for. I have been travelling for 9 weeks and the wifi at this hotel compared to other places I have stayed was by far the worst. If my device did by chance connect to the wifi then as soon as I went to use it, it dropped off. I did speak with reception a number of times and they said they did speak with the IT provider but through my 6 night stay the wifi issue was not resolved at all, and after having paid for internet I was not offered any recompense at all. Initially they tried to tell me this was not a common problem but another person on reception did say they often get complaints about the wifi. The hotel either needs to upgrade the wifi system, change service provider or both. I have stayed in hostels a lot during this holiday for a fraction of the cost of this hotel and had fully functioning wifi.",5.0,2024-07,2024,7,"Good location. My biggest complaint is the wifi. It was practically non existent. The room was advertised as having wifi, and that is what I paid for. I have been travelling for 9 weeks and the wifi at this hotel compared to other places I have stayed was by far the worst. If my device did by chance connect to the wifi then as soon as I went to use it, it dropped off. I did speak with reception a number of times and they said they did speak with the IT provider but through my 6 night stay the wifi issue was not resolved at all, and after having paid for internet I was not offered any recompense at all. Initially they tried to tell me this was not a common problem but another person on reception did say they often get complaints about the wifi. The hotel either needs to upgrade the wifi system, change service provider or both. I have stayed in hostels a lot during this holiday for a fraction of the cost of this hotel and had fully functioning wifi.",en,negative
Joyce,Netherlands,Budget Double Room,4,July 2024,Couple,"Great location, but not that worth it for the price point",Extremely well located property. Staff were nice and helpful and it has a unique decoration.,"It says it’s a vintage hotel but it’s actually just an old one. It’s not as well taken care of, to be honest. Bathrooms were even a bit moldy. There were other hotels near by with the same or even better prices. Overall it was ok. There was a situation that I asked for help at the reception that staff was pushing to other colleagues to solve but it took 2-3 days for them to say they weren’t able to help.",5.0,2024-07,2024,7,"Extremely well located property. Staff were nice and helpful and it has a unique decoration. It says it’s a vintage hotel but it’s actually just an old one. It’s not as well taken care of, to be honest. Bathrooms were even a bit moldy. There were other hotels near by with the same or even better prices. Overall it was ok. There was a situation that I asked for help at the reception that staff was pushing to other colleagues to solve but it took 2-3 days for them to say they weren’t able to help.",en,negative
Pınar,Turkey,Twin Room,3,July 2024,Solo traveller,I recently stayed at this hotel in Porto and couldn't be happier!,"I recently stayed at this hotel in Porto and couldn't be happier! The room was very reasonably priced, and the location was perfect—close to all the main attractions and public transport. Highly recommend for anyone visiting Porto!",,10.0,2024-07,2024,7,"I recently stayed at this hotel in Porto and couldn't be happier! The room was very reasonably priced, and the location was perfect—close to all the main attractions and public transport. Highly recommend for anyone visiting Porto!",en,positive
Lorraine,United Kingdom,Budget Single Room,2,July 2024,Solo traveller,This hotel made my short stay in Porto amazing you,Loved the retro theme breakfast was amazing and staff helpful Hotel is a central location close to all the sites room was cleaned to a high standard and very comfortable,,10.0,2024-07,2024,7,Loved the retro theme breakfast was amazing and staff helpful Hotel is a central location close to all the sites room was cleaned to a high standard and very comfortable,en,positive
Ercilia,United States,Budget Single Room,2,July 2024,Solo traveller,"Great room, elegant bathroom, lovely staff.","Spacious room, modern bathroom with upscale fittings, toiletries",Everything was perfect.,10.0,2024-07,2024,7,"Spacious room, modern bathroom with upscale fittings, toiletries Everything was perfect.",en,positive
Nigel,United Kingdom,Budget Double Room,2,June 2024,Couple,"Nobody came to clean our room . Breakfast put in our room consisted 2slices of bread, 2 cereal with one spoon .no sugar",Central,Room service,6.0,2024-06,2024,6,Central Room service,en,neutral
Denise,United Kingdom,Budget Single Room,3,June 2024,Solo traveller,Perfect,"Perfect location, right in centre of town, lots of bars, cafes, restaurants. Booked a single budget room but ended up with a large en suite room with massive bed you could fit 4 people in! Air con fab and staff lovely and helpful with anything you asked. Did not have breakfast as like to try different places. Very quirky hotel and exactly as described. Beautiful marble circular stairs throughout. Highly recommend 👌",Nothing!,10.0,2024-06,2024,6,"Perfect location, right in centre of town, lots of bars, cafes, restaurants. Booked a single budget room but ended up with a large en suite room with massive bed you could fit 4 people in! Air con fab and staff lovely and helpful with anything you asked. Did not have breakfast as like to try different places. Very quirky hotel and exactly as described. Beautiful marble circular stairs throughout. Highly recommend 👌 Nothing!",en,positive
Amal,Israel,Triple Room,4,June 2024,Family,"Although it is located in a good place, the facilities and the cleaners are really bad","It was located in a very good location, which is close to everything in the center of Porto specifically since there was a festival of Saint Joan, which made it easy for us to move around since all the streets were blocked, and no cars were allowed to pass",It is located in a good area and good place,4.0,2024-06,2024,6,"It was located in a very good location, which is close to everything in the center of Porto specifically since there was a festival of Saint Joan, which made it easy for us to move around since all the streets were blocked, and no cars were allowed to pass It is located in a good area and good place",en,negative
Betul,Germany,Basic Double Room,3,June 2024,Family,Exceptional,The car park was very close to hotel.,,10.0,2024-06,2024,6,The car park was very close to hotel.,en,positive
Dalibor,Slovakia,Budget Single Room,2,June 2024,Solo traveller,Exceptional,"- perfect location near the city center, all tourist atrraction are reachable by walking - very nice and awesome staff with fluent English - clean room with air-condition - everything was perfect, thanks!",,10.0,2024-06,2024,6,"- perfect location near the city center, all tourist atrraction are reachable by walking - very nice and awesome staff with fluent English - clean room with air-condition - everything was perfect, thanks!",en,positive
Iris,Ireland,Budget Single Room,4,June 2024,Group,Perfect,The location was perfect the staff helpful Porto was lovely a very relaxing holiday very good value for money would go back again also to the hotel,Nothing,10.0,2024-06,2024,6,The location was perfect the staff helpful Porto was lovely a very relaxing holiday very good value for money would go back again also to the hotel Nothing,en,positive
Heather,United Kingdom,Superior Double Room,1,June 2024,Group,"Very comfortable stay, good value for money and good location in Porto",Staff were friendly and helpful. We had a superior room which was good standard,,10.0,2024-06,2024,6,Staff were friendly and helpful. We had a superior room which was good standard,en,positive
Mariam,Netherlands,Budget Single Room,3,May 2024,Solo traveller,Exceptional,"Friendly staff, great location, great view, very good atmosphere overall.",,10.0,2024-05,2024,5,"Friendly staff, great location, great view, very good atmosphere overall.",en,positive
Antonio,United States,King Room,1,June 2024,Couple,I’d highly recommend it to my family and friends.!,"We enjoyed the staff’s hospitality, cleanliness of our accommodation,location and nostalgic relics.",,10.0,2024-06,2024,6,"We enjoyed the staff’s hospitality, cleanliness of our accommodation,location and nostalgic relics.",en,positive
David,Canada,Budget Single Room,2,June 2024,Solo traveller,Look for better,Location,"This place is a rip off. Terrible service and scumbag tactics to nickel and dime you into paying more. They charged me an additional cost to have a friend VISIT the room I rented. The air conditioning didn't work, they didnt replenish the chip bags. Just disappointed",1.0,2024-06,2024,6,"Location This place is a rip off. Terrible service and scumbag tactics to nickel and dime you into paying more. They charged me an additional cost to have a friend VISIT the room I rented. The air conditioning didn't work, they didnt replenish the chip bags. Just disappointed",en,negative
Alice,United States,Budget Double Room,4,June 2024,Solo traveller,Pleasant,"Location Location Location! Very convenient to all transportation, sightseeing, restaurants. Old but clean.",My room had a horrible odor. They said no other rooms were available and advised me to turn on the air conditioning to dissipate the odor. I got used to it but on first entering the room the smell was awful + persisted. Only one bath towel was initially provided (they gave me more on request). Shoddy shower door that I struggled to open from inside the shower. WiFi sporadic. 1 elevator was broken. No real security at the hotel. Anyone could go up to the rooms since reception is down a corridor + they can't see the entrance.,6.0,2024-06,2024,6,"Location Location Location! Very convenient to all transportation, sightseeing, restaurants. Old but clean. My room had a horrible odor. They said no other rooms were available and advised me to turn on the air conditioning to dissipate the odor. I got used to it but on first entering the room the smell was awful + persisted. Only one bath towel was initially provided (they gave me more on request). Shoddy shower door that I struggled to open from inside the shower. WiFi sporadic. 1 elevator was broken. No real security at the hotel. Anyone could go up to the rooms since reception is down a corridor + they can't see the entrance.",en,neutral
Carmel,Ireland,Twin Room,3,June 2024,Couple,Great central location Great central location,"Food lovely,staff very pleasant, location excellent","Smell of sewage in bathroom, mattress very uncomfortable, very noisy on the street below in the night and early morning",4.0,2024-06,2024,6,"Food lovely,staff very pleasant, location excellent Smell of sewage in bathroom, mattress very uncomfortable, very noisy on the street below in the night and early morning",en,negative
Peter,Ireland,Superior Double Room,2,June 2024,Couple,"If / when we return to Oporto we will stay here again, and would certainly recommend this hotel.","Very quirky (in a good way) hotel, in a great location for exploring Oporto, at a reasonable price. Very convenient and well organized public parking just down the street from the hotel. We very much enjoyed our 2 nights here!",Nothing not to like.,10.0,2024-06,2024,6,"Very quirky (in a good way) hotel, in a great location for exploring Oporto, at a reasonable price. Very convenient and well organized public parking just down the street from the hotel. We very much enjoyed our 2 nights here! Nothing not to like.",en,positive
Eloff,South Africa,Triple Room,2,May 2024,Family,Our stay was enjoyable and location was good. Expected a bit more for the price.,"The location was very good, except if you had a car. Parking is very expensive in Town. The Hotel reception was very interesting and I liked the Art Decor old things.","Room felt old and very cramped, but still comfortdable. Did expect a better room for the price.",6.0,2024-05,2024,5,"The location was very good, except if you had a car. Parking is very expensive in Town. The Hotel reception was very interesting and I liked the Art Decor old things. Room felt old and very cramped, but still comfortdable. Did expect a better room for the price.",en,neutral
Deko,North Macedonia,Budget Double Room,1,May 2024,Couple,Exceptional,"Great location, with restaurants near by. Clean and comfortable.",,10.0,2024-05,2024,5,"Great location, with restaurants near by. Clean and comfortable.",en,positive
Valmont,Seychelles,Budget Double Room,3,May 2024,Couple,Passable,The location was perfect to move around Porto old town with lots of restaurants and museums and other highlights.,"The value for money of the hotel room was not up to my expectation. I choose a double room and the bed was a little bit too small for a couple to share. Also, the outside noise from the hotel window was very annoying in the late night when trying to get some sleep. People and trucks/cars going and screaming on the streets at night lowered the score of the hotel by more than 50%. Otherwise the staff were nice, but repeat myself the rooms are not up to standard and not value foe money. 3 nights for €400+ without any breakfast added was not value for money. Bathroom and TV was too close to one another.",5.0,2024-05,2024,5,"The location was perfect to move around Porto old town with lots of restaurants and museums and other highlights. The value for money of the hotel room was not up to my expectation. I choose a double room and the bed was a little bit too small for a couple to share. Also, the outside noise from the hotel window was very annoying in the late night when trying to get some sleep. People and trucks/cars going and screaming on the streets at night lowered the score of the hotel by more than 50%. Otherwise the staff were nice, but repeat myself the rooms are not up to standard and not value foe money. 3 nights for €400+ without any breakfast added was not value for money. Bathroom and TV was too close to one another.",en,negative
Barbara,United Kingdom,Triple Room,1,May 2024,Group,Exceptional,Nice decoration,Everything was fine,10.0,2024-05,2024,5,Nice decoration Everything was fine,en,positive
Svetlana,Estonia,Budget Single Room,2,May 2024,Solo traveller,Exceptional,"Very polite personal and helpful resepcion. Very happy with help and safe early morning transfer to airport. Very good breakfast. Good location to explore city. I liked style of decoration of the hotel, like the extra free of charge retro museum. So i used to walk and explore exhibitions, not only using lift between floors. Definitely if i go back to Porto i will stay here again.","Conditioner didn't work. My fall I did not go to ask for help. It was not extremely hot, so open window was enough for me.",10.0,2024-05,2024,5,"Very polite personal and helpful resepcion. Very happy with help and safe early morning transfer to airport. Very good breakfast. Good location to explore city. I liked style of decoration of the hotel, like the extra free of charge retro museum. So i used to walk and explore exhibitions, not only using lift between floors. Definitely if i go back to Porto i will stay here again. Conditioner didn't work. My fall I did not go to ask for help. It was not extremely hot, so open window was enough for me.",en,positive
Wanda,Canada,Budget Double Room,7,May 2024,Couple,Exceptional,The location is PERFECT.. Every one of the staff was excellent and so helpful. The view from the 6th floor was great. The staircase is breathtaking. The room was large and comfortable. The plumbing was dependable.,"The hotel is described as quirky, and it is an apt description, but the quirkiness was a part of the charm.",10.0,2024-05,2024,5,"The location is PERFECT.. Every one of the staff was excellent and so helpful. The view from the 6th floor was great. The staircase is breathtaking. The room was large and comfortable. The plumbing was dependable. The hotel is described as quirky, and it is an apt description, but the quirkiness was a part of the charm.",en,positive
Mel,United Kingdom,Triple Room,1,May 2024,Group,We went to see Porto and it was fantastic,"All in all nice hotel with quirky features, very grand staircase","The price of the parking which the hotel recommends and to be fair parking is very limited in the area , we were on 2 motorbikes and charged us €46 for one night",6.0,2024-05,2024,5,"All in all nice hotel with quirky features, very grand staircase The price of the parking which the hotel recommends and to be fair parking is very limited in the area , we were on 2 motorbikes and charged us €46 for one night",en,neutral
Clare,United Kingdom,Budget Double Room,2,April 2024,Couple,great,everyting,,2.0,2024-04,2024,4,everything,no,negative
Ricardo,Puerto Rico,Budget Single Room,2,May 2024,Solo traveller,Fair,,Bed too old. In general the hotel needs remodeling,5.0,2024-05,2024,5,Bed too old. In general the hotel needs remodeling,en,negative
Mukesh,United States,King Room,2,April 2024,Couple,Stay was okay. Location was the best part.,Liked the location of the hotel,"Hotel felt very dated. Our room was comfortable and clean. One of the two wine bottles in the Minibar was empty and the Minibar stock list of outdated. It listed items that the hotel no longer provides. I informed the front desk promptly and they assured to not change me for it. Next day, although they added the second wine bottle to the minibar, room service did not remove the empty bottle. Breakfast had very limited options was average overall. We were asked to pick a time slot of when we want to have breakfast each day of our stay. Entrance to the breakfast room as blocked with a rope and we had to wait for the staff member to let us in the room. We found that was very weird.",5.0,2024-04,2024,4,"Liked the location of the hotel Hotel felt very dated. Our room was comfortable and clean. One of the two wine bottles in the Minibar was empty and the Minibar stock list of outdated. It listed items that the hotel no longer provides. I informed the front desk promptly and they assured to not change me for it. Next day, although they added the second wine bottle to the minibar, room service did not remove the empty bottle. Breakfast had very limited options was average overall. We were asked to pick a time slot of when we want to have breakfast each day of our stay. Entrance to the breakfast room as blocked with a rope and we had to wait for the staff member to let us in the room. We found that was very weird.",en,negative
Long,Ireland,Budget Double Room,4,April 2024,Couple,Perfect spot,Everything the bar man was extremely friendly and helpful with great tips where to go etc,There was nothing not to like,10.0,2024-04,2024,4,Everything the bar man was extremely friendly and helpful with great tips where to go etc There was nothing not to like,en,positive
Gregers,Denmark,Budget Single Room,1,April 2024,Solo traveller,Passable,,The room was tiny and cramped. The sink in the bathroom was so small that it was difficult to have shave.,5.0,2024-04,2024,4,The room was tiny and cramped. The sink in the bathroom was so small that it was difficult to have shave.,en,negative
Sarah,United Kingdom,Twin Room,1,April 2024,Group,Super place to stay in central Porto,"Location, people and food",,10.0,2024-04,2024,4,"Location, people and food",en,positive
Ioana,Malta,Budget Double Room,2,April 2024,Solo traveller,"Great location, however, the place could use a bit of refurbishment.",the location is really good.,the breakfast was not good.,6.0,2024-04,2024,4,the location is really good. the breakfast was not good.,en,neutral
Carmel,Malta,Budget Double Room,4,April 2024,Couple,Exceptional,"Location perfect, cleanest and friendly staff !",,10.0,2024-04,2024,4,"Location perfect, cleanest and friendly staff !",en,positive
Sarah,United Kingdom,Twin Room,1,April 2024,Group,Superb hotel and excellent value for money!,Fabulous hotel - very different. Great staff and wonderful breakfast,,10.0,2024-04,2024,4,Fabulous hotel - very different. Great staff and wonderful breakfast,en,positive
Melani,Namibia,Budget Double Room,3,April 2024,Couple,Awesome,"The location is perfect! The room was good, our view was not what we expected but still ok. Breakfast was good, a large variety to choose from. The staff was super friendly. The complementary wine and snacks were welcome. I loved the embroidered pillow cases.",Nothing,10.0,2024-04,2024,4,"The location is perfect! The room was good, our view was not what we expected but still ok. Breakfast was good, a large variety to choose from. The staff was super friendly. The complementary wine and snacks were welcome. I loved the embroidered pillow cases. Nothing",en,positive
Phil,United Kingdom,Budget Single Room,3,April 2024,Solo traveller,Great place to experience lore Porto.,Really cool 60’s pop memorabilia. Very comfortable bed and shower. Good location.,,10.0,2024-04,2024,4,Really cool 60’s pop memorabilia. Very comfortable bed and shower. Good location.,en,positive
Joscha,Germany,Budget Double Room,1,April 2024,Couple,Passable,Quite good and comfortable room for the night.,Both of us got foodpoisoning after ate breakfast.,5.0,2024-04,2024,4,Quite good and comfortable room for the night. Both of us got foodpoisoning after ate breakfast.,en,negative
Xavier,Portugal,Budget Double Room,3,March 2024,Couple,Exceptional,Great Location,Beautifull building,10.0,2024-03,2024,3,Great Location Beautifull building,en,positive
Valentina,Spain,Budget Single Room,3,March 2024,Solo traveller,"The staff were really nice, they were able to accommodate me perfectly.",It was really pretty just like in the photos. It was also very clean and comfortable. It’s also very good for the price. It’s also in the city centre. If I ever come back to Porto I would have no doubts about staying here again.,I have no complaints at all,10.0,2024-03,2024,3,It was really pretty just like in the photos. It was also very clean and comfortable. It’s also very good for the price. It’s also in the city centre. If I ever come back to Porto I would have no doubts about staying here again. I have no complaints at all,en,positive
